TV_Manufacturing_Brand,DATE,DEMAND ,CPI,CCI,PPI,Unit_Price,Supply_Data,SALES,Cost_SMS,Cost_Newspaper,Cost_Radio,Cost_TV,Cost_Internet,GRP_NewPaper,GRP_SMS,GRP_Radio,GRP_Internet,GRP_TV
TV Manufacturing & Supplier Unit,2013-05-12,3476,"103,4","107,9","99,5","400,1",2841,"1136684,10","70,03","13,41","104,36","1417,10","3892,38","99,954","15,817","98,1364","253,5455","928,5455"
TV Manufacturing & Supplier Unit,2013-05-13,3434,"103,4","107,9","99,5","400,1",2856,"1142685,60","70,74","13,20","98,96","1400,18","1885,19","117,032",0,"95,9091","254,0455","843,4091"
TV Manufacturing & Supplier Unit,2013-05-14,3446,"103,4","107,9","99,5","400,1",2853,"1141485,30","75,72","13,64","98,54","1401,30","1953,81","121,125","35,811","89,0909","245,5","767,3182"
TV Manufacturing & Supplier Unit,2013-05-15,3446,"103,4","107,9","99,5","400,1",2840,"1136284,00","62,69","12,82","84,13","1339,81","1791,19","189,038",0,"94,4091","247,6364","802,2273"
TV Manufacturing & Supplier Unit,2013-05-16,3416,"103,4","107,9","99,5","400,1",2866,"1146686,60","72,15","13,69","97,15","1434,90","3074,67","196,773",0,"92,0455","291,5909","785,5909"
TV Manufacturing & Supplier Unit,2013-05-17,3405,"103,4","107,9","99,5","400,1",2806,"1122680,60","72,91","13,36","102,38","1442,03","3117,05","160,32",0,"135,0455","249,3182","846,5"
TV Manufacturing & Supplier Unit,2013-05-18,3461,"103,4","107,9","99,5","400,1",2876,"1150687,60","71,83","13,68","98,00","1460,45","2023,52","147,936","40,3932","92,5","221,1818","790,3636"
TV Manufacturing & Supplier Unit,2013-05-19,3405,"103,4","107,9","99,5","400,1",2834,"1133883,40","70,96","13,76","98,76","1454,82","3395,67","262,807",0,"96,9091","252,4091","898,4545"
TV Manufacturing & Supplier Unit,2013-05-20,3426,"103,4","107,9","99,5","400,1",2846,"1138684,60","59,28","13,22","84,63","1392,11","2921,33","311,592","30,3757","106,1818","254,9091","1144,5455"
TV Manufacturing & Supplier Unit,2013-05-21,3434,"103,4","107,9","99,5","400,1",1882,"752988,20","64,70","13,21","92,60","1397,26","2825,10","455,428","46,9608","126,0455","269,3182","1115,2727"
TV Manufacturing & Supplier Unit,2013-05-22,3479,"103,4","107,9","99,5","400,1",1842,"736984,20","68,49","13,72","90,13","1433,56","5082,67","467,509","93,5075","114,2273","324,5909","1271,5455"
TV Manufacturing & Supplier Unit,2013-05-23,3412,"103,4","107,9","99,5","400,1",1859,"743785,90","63,47","13,86","89,03","1441,48","4011,71","402,614",0,"118,0455","281,5455","971,7273"
TV Manufacturing & Supplier Unit,2013-05-24,3445,"103,4","107,9","99,5","400,1",1841,"736584,10","61,03","13,62","90,32","1411,83","2666,86","435,346","105,1623","118,5909","261,4545","893,6818"
TV Manufacturing & Supplier Unit,2013-05-25,3480,"103,4","107,9","99,5","400,1",1856,"742585,60","56,05","12,87","75,91","1322,61","1675,91","408,612",0,"175,5455","275,6364","3826,6818"
TV Manufacturing & Supplier Unit,2013-05-26,3440,"103,4","107,9","99,5","400,1",1853,"741385,30","62,41","13,10","85,10","1365,00","3668,48","481,883","104,0112","167,9545","241,7273","2170,1818"
TV Manufacturing & Supplier Unit,2013-05-27,3482,"103,4","107,9","99,5","400,1",1840,"736184,00","58,39","12,99","80,56","1387,41","0,00","217,694",0,95,"216,7273","969,1818"
TV Manufacturing & Supplier Unit,2013-05-28,3442,"103,4","107,9","99,5","400,1",1866,"746586,60","47,55","12,72","73,13","1333,34","2429,71","52,865","25,8875","111,0909","234,9545","1835,1818"
TV Manufacturing & Supplier Unit,2013-05-29,3459,"103,4","107,9","99,5","400,1",1806,"722580,60","59,88","13,44","80,32","1381,65","2754,05","88,948","26,1196","115,1818","242,5909","1697,8636"
TV Manufacturing & Supplier Unit,2013-05-30,3441,"103,4","107,9","99,5","400,1",1876,"750587,60","61,27","13,44","77,79","1413,09","2785,10","57,238","36,1466","141,6818","237,7727","1549,3636"
TV Manufacturing & Supplier Unit,2013-05-31,3456,"103,4","107,9","99,5","400,1",1834,"733783,40","71,01","13,40","84,74","1402,93","4393,29","28,846","62,6395","108,2273","248,8182","1114,8636"
TV Manufacturing & Supplier Unit,2013-06-01,3453,"103,4","107,9","99,5","400,1",1846,"738584,60","60,19","13,03","83,96","1380,00","3948,33","621,432","20,7815","108,3182","276,7273","1028,1364"
TV Manufacturing & Supplier Unit,2013-06-02,3484,"103,4","107,9","99,5","400,1",1782,"712978,20","67,08","13,47","85,22","1415,71","5381,38","1040,787","51,0694","119,9545","276,2727","941,4545"
TV Manufacturing & Supplier Unit,2013-06-03,3466,"103,4","107,9","99,5","400,1",1742,"696974,20","60,65","13,10","78,36","1368,84","4420,81","854,31",0,"89,8636","226,3636","896,9545"
TV Manufacturing & Supplier Unit,2013-06-04,3406,"103,4","107,9","99,5","400,1",1759,"703775,90","58,11","13,07","80,05","1371,67","4524,38","587,16",0,99,"220,6818","1072,0455"
TV Manufacturing & Supplier Unit,2013-06-05,3476,"103,4","107,9","99,5","400,1",1741,"696574,10","57,32","13,08","83,51","1380,70","3647,76","522,584",0,"108,6364","278,2273","928,5909"
TV Manufacturing & Supplier Unit,2013-06-06,3434,"103,4","107,9","99,5","400,1",1756,"702575,60","60,70","13,50","77,86","1385,13","3238,14","900,812","47,174","157,2727","258,3636","1084,3636"
TV Manufacturing & Supplier Unit,2013-06-07,3446,"103,4","107,9","99,5","400,1",1753,"701375,30","59,17","13,85","75,52","1437,64","4245,86","818,376",0,"104,3636","233,6818","807,0909"
TV Manufacturing & Supplier Unit,2013-06-08,3446,"103,4","107,9","99,5","400,1",1740,"696174,00","65,12","13,33","78,10","1381,77","3604,00","1100,992","46,782","109,6364","226,5909","889,8636"
TV Manufacturing & Supplier Unit,2013-06-09,3416,"103,4","107,9","99,5","400,1",1766,"706576,60","60,67","13,49","76,73","1399,66","4168,95","272,036",0,"93,9545","222,7727","805,9091"
TV Manufacturing & Supplier Unit,2013-06-10,3405,"103,4","107,9","99,5","400,1",1706,"682570,60","59,10","13,21","78,61","1369,35","3984,43","817,581","31,3919","81,9091","225,1818","816,2727"
TV Manufacturing & Supplier Unit,2013-06-11,3461,"103,4","107,9","99,5","400,1",1776,"710577,60","61,14","12,78","76,29","1341,73","3943,52","1288,844","31,1817","98,6818","224,5455","855,8636"
TV Manufacturing & Supplier Unit,2013-06-12,3405,"103,4","107,9","99,5","400,1",1734,"693773,40","53,79","12,94","74,94","1323,55","5732,00","540,757","31,5487","111,0455","232,8636","791,3636"
TV Manufacturing & Supplier Unit,2013-06-13,3426,"103,4","107,9","99,5","400,1",1746,"698574,60","71,53","13,74","90,92","1448,97","4794,05","1244,833","31,3605","93,0455",200,"889,3636"
TV Manufacturing & Supplier Unit,2013-06-14,3434,"103,4","107,9","99,5","400,1",1659,"663765,90","64,28","13,31","83,82","1382,55","4364,33","1758,402",0,"133,5","244,9091","1398,6364"
TV Manufacturing & Supplier Unit,2013-06-15,3479,"103,4","107,9","99,5","400,1",1641,"656564,10","65,79","12,82","84,10","1347,25","4294,24","1030,257",0,"86,7727","258,7727","755,4545"
TV Manufacturing & Supplier Unit,2013-06-16,3412,"103,4","107,9","99,5","400,1",1656,"662565,60","62,40","13,55","82,60","1416,17","3653,24","1418,209","33,6281","121,1818","305,2727","1097,0455"
TV Manufacturing & Supplier Unit,2013-06-17,3445,"103,4","107,9","99,5","400,1",1653,"661365,30","53,77","12,96","74,90","1344,95","3609,91","715,315",0,"94,1364","235,6818","781,4545"
TV Manufacturing & Supplier Unit,2013-06-18,3480,"103,4","107,9","99,5","400,1",1634,"653763,40","52,82","13,36","71,21","1351,57","4121,33","917,361",0,"107,1364","281,2727",977
TV Manufacturing & Supplier Unit,2013-06-19,3440,"103,4","107,9","99,5","400,1",1679,"671767,90","57,75","12,78","78,56","1324,15","4237,10","1791,183",0,"95,8636","234,8182","1045,8636"
TV Manufacturing & Supplier Unit,2013-06-20,3482,"103,4","107,9","99,5","400,1",1612,"644961,20","51,13","11,92","72,77","1257,52","5421,76","1438,156",0,"98,8636","239,5455","1194,5909"
TV Manufacturing & Supplier Unit,2013-06-21,3442,"103,4","107,9","99,5","400,1",1645,"658164,50","52,15","12,72","71,12","1302,21","3889,76","1296,546","66,0518","84,0455","229,9545","1077,9545"
TV Manufacturing & Supplier Unit,2013-06-22,3459,"103,4","107,9","99,5","400,1",1680,"672168,00","51,79","12,35","75,26","1311,12","0,00","1606,041","31,3291","106,0455","229,2727","1248,6364"
TV Manufacturing & Supplier Unit,2013-06-23,2542,"103,4","107,9","99,5","400,1",1640,"656164,00","48,26","12,59","67,77","1285,68","4385,24","733,219","31,442",163,"220,1364","863,9091"
TV Manufacturing & Supplier Unit,2013-06-24,2579,"103,4","107,9","99,5","400,1",1682,"672968,20","66,10","13,26","90,58","1389,41","4190,62","559,335","98,8613","97,1364","231,2273","931,4545"
TV Manufacturing & Supplier Unit,2013-06-25,2841,"103,4","107,9","99,5","400,1",1642,"656964,20","59,97","13,44","83,55","1403,43","4585,81","594,017","81,0844","227,4091","348,1818","5330,5909"
TV Manufacturing & Supplier Unit,2013-06-26,2456,"103,4","107,9","99,5","400,1",1659,"663765,90","55,22","13,24","74,94","1407,84","4315,67","1528,002","60,6353","217,6364","246,2273","1589,4545"
TV Manufacturing & Supplier Unit,2013-06-27,2553,"103,4","107,9","99,5","400,1",1641,"656564,10","41,94","10,78","72,27","1124,56","3302,67","1456,185","20,4679","906,7727","254,8182","1904,4545"
TV Manufacturing & Supplier Unit,2013-06-28,2134,"103,4","107,9","99,5","400,1",1656,"662565,60","41,63","10,95","77,28","1151,99","4852,24","1309,68","5,8744","1169,4091","272,7273","2055,2727"
TV Manufacturing & Supplier Unit,2013-06-29,2427,"103,4","107,9","99,5","400,1",1653,"661365,30","41,65","10,32","74,15","1067,16","4218,52","1074,439","118,4667",124,"243,8182","1194,0455"
TV Manufacturing & Supplier Unit,2013-06-30,2522,"103,4","107,9","99,5","400,1",1634,"653763,40","43,86","10,44","82,83","1122,38","3900,43","1201,36","33,12","84,6818","223,3182","859,0909"
TV Manufacturing & Supplier Unit,2013-07-01,2245,"103,4","107,9","99,5","400,1",1679,"671767,90","48,43","11,10","92,75","1155,23","4992,52","1321,858","64,7",76,"199,4545","920,6818"
TV Manufacturing & Supplier Unit,2013-07-02,2280,"103,4","104,8","99,5","400,1",1612,"644961,20","41,24","10,78","74,24","1114,64","4108,86","1051,006","85,2464","87,1364","403,7727","1091,8182"
TV Manufacturing & Supplier Unit,2013-07-03,2543,"103,4","104,8","99,5","400,1",1645,"658164,50","38,06","10,03","75,15","1070,13","3149,86","935,436","7,3203","110,7727","268,5455","1095,4091"
TV Manufacturing & Supplier Unit,2013-07-04,2555,"103,4","104,8","99,5","400,1",1680,"672168,00","38,20","10,52","79,53","1105,05","3783,00","1674,99","35,0395","96,7273","225,7727","861,1364"
TV Manufacturing & Supplier Unit,2013-07-05,2261,"103,4","104,8","99,5","400,1",1642,"656964,20","40,65","10,73","81,73","1115,92","3883,10","1066,52",0,"131,6818","210,3182","849,5455"
TV Manufacturing & Supplier Unit,2013-07-06,2436,"103,4","104,8","99,5","400,1",1681,"672568,10","41,40","10,49","73,45","1080,40","3695,71","1119,701","70,3706","152,5","214,1818","950,0909"
TV Manufacturing & Supplier Unit,2013-07-07,2453,"103,4","104,8","99,5","400,1",1632,"652963,20","48,40","11,07","83,99","1155,65","4390,14","1153,756","101,5147","95,1364","226,2273","852,8182"
TV Manufacturing & Supplier Unit,2013-07-08,2234,"103,4","104,8","99,5","400,1",1650,"660165,00","42,53","10,51","77,90","1084,37","4997,38","1430,851","101,9914","106,3182",282,901
TV Manufacturing & Supplier Unit,2013-07-09,2227,"103,4","104,8","99,5","400,1",1644,"657764,40","44,44","10,81","81,46","1140,69","4414,29","996,813","33,7128","92,0455","246,8182","962,8182"
TV Manufacturing & Supplier Unit,2013-07-10,2122,"103,4","104,8","99,5","400,1",1655,"662165,50","42,63","11,22","79,36","1176,21","3298,95","390,3756",0,"891,5664","1540,4294","7307,3182"
TV Manufacturing & Supplier Unit,2013-07-11,2225,"103,4","104,8","99,5","400,1",1663,"665366,30","49,22","11,00","86,81","1151,52","2838,13","462,8413","17,6288","173,3708","394,712","1420,9545"
TV Manufacturing & Supplier Unit,2013-07-12,2210,"103,4","104,8","99,5","400,1",1637,"654963,70","46,26","11,37","84,54","1162,74","2744,63","676,4964","27,254","165,5566","493,4066","1356,9091"
TV Manufacturing & Supplier Unit,2013-07-13,2456,"103,4","104,8","99,5","400,1",1680,"672168,00","42,29","11,09","79,80","1147,72","4937,90","694,4416","54,2678","149,4013","543,3876","1224,5"
TV Manufacturing & Supplier Unit,2013-07-14,2553,"103,4","104,8","99,5","400,1",1622,"648962,20","38,93","10,69","72,21","1090,94","2590,90","646,6664","61,0317","108,051","280,2315","885,5909"
TV Manufacturing & Supplier Unit,2013-07-15,2134,"103,4","104,8","99,5","400,1",1635,"654163,50","44,37","10,86","79,35","1129,29","1628,17","606,9556",0,"163,1774","580,3669","1337,4091"
TV Manufacturing & Supplier Unit,2013-07-16,2427,"103,4","104,8","99,5","400,1",1681,"672568,10","38,70","10,89","79,27","1151,45","3563,99","715,7929","60,3637","115,3161","249,0141","945,1364"
TV Manufacturing & Supplier Unit,2013-07-17,2522,"103,4","104,8","99,5","400,1",1641,"656564,10","46,68","11,34","81,92","1179,43","0,00","323,3644",0,"113,4305","240,695","929,6818"
TV Manufacturing & Supplier Unit,2013-07-18,2245,"103,4","104,8","99,5","400,1",1656,"662565,60","41,57","10,81","78,37","1107,30","2360,51","78,5261","15,024","123,818","311,9083","1014,8182"
TV Manufacturing & Supplier Unit,2013-07-19,2280,"103,4","104,8","99,5","400,1",1653,"661365,30","42,83","11,44","77,91","1161,94","2675,61","132,1241","15,1587","168,141","304,1815","1378,0909"
TV Manufacturing & Supplier Unit,2013-07-20,2543,"103,4","104,8","99,5","400,1",1634,"653763,40","37,92","11,89","62,97","1251,25","2705,77","85,0218","20,9779","178,9666","381,9316","1466,8182"
TV Manufacturing & Supplier Unit,2013-07-21,2555,"103,4","104,8","99,5","400,1",1679,"671767,90","38,93","10,69","79,35","1090,94","4268,16","42,8481","36,3533","131,8041","378,6272","1080,2727"
TV Manufacturing & Supplier Unit,2013-07-22,2261,"103,4","104,8","99,5","400,1",1612,"644961,20","41,57","10,81","78,37","1107,30","2360,51","78,5261","15,024","123,818","311,9083","1014,8182"
TV Manufacturing & Supplier Unit,2013-07-23,2436,"103,4","104,8","99,5","400,1",1645,"658164,50","42,83","11,44","77,91","1161,94","2675,61","132,1241","15,1587","168,141","304,1815","1378,0909"
TV Manufacturing & Supplier Unit,2013-07-24,2453,"103,4","104,8","99,5","400,1",1680,"672168,00","37,92","11,89","62,97","1251,25","2705,77","85,0218","20,9779","178,9666","381,9316","1466,8182"
TV Manufacturing & Supplier Unit,2013-07-25,2234,"103,4","104,8","99,5","400,1",1642,"656964,20","38,70","10,69","79,35","1090,94","4268,16","42,8481","36,3533","131,8041","378,6272","1080,2727"
TV Manufacturing & Supplier Unit,2013-07-26,2227,"103,4","104,8","99,5","400,1",1681,"672568,10","77,48","14,10","112,34","1479,46","722,57","95,333","11,8398",91,"276,3636","756,5909"
TV Manufacturing & Supplier Unit,2013-07-27,2122,"103,4","104,8","99,5","400,1",1632,"652963,20","73,48","13,30","105,71","1369,89","717,86","114,957","27,8039","111,9091","291,3182","860,1364"
TV Manufacturing & Supplier Unit,2013-07-28,2225,"103,4","104,8","99,5","400,1",1650,"660165,00","80,61","13,20","108,77","1428,06","653,33","113,09",0,"94,6364","282,7273","751,9545"
TV Manufacturing & Supplier Unit,2013-07-29,2210,"103,4","104,8","99,5","400,1",1644,"657764,40","65,93","12,72","93,31","1309,35","622,10","72,442",0,"98,5909","306,3182","749,4545"
TV Manufacturing & Supplier Unit,2013-07-30,2240,"103,4","104,8","99,5","400,1",1655,"662165,50","77,48","14,10","112,34","1479,46","722,57","95,333","11,8398",91,"276,3636","756,5909"
TV Manufacturing & Supplier Unit,2013-07-31,2266,"103,4","104,8","99,5","400,1",1663,"665366,30","73,48","13,30","105,71","1369,89","717,86","114,957","27,8039","111,9091","291,3182","860,1364"
TV Manufacturing & Supplier Unit,2013-08-01,2206,"103,4","104,8","99,5","400,1",1642,"656964,20","80,61","13,20","108,77","1428,06","653,33","113,09",0,"94,6364","282,7273","751,9545"
TV Manufacturing & Supplier Unit,2013-08-02,2176,"103,4","104,8","99,5","400,1",1659,"663765,90","65,93","12,72","93,31","1309,35","622,10","72,442",0,"98,5909","306,3182","749,4545"
TV Manufacturing & Supplier Unit,2013-08-03,2234,"103,4","104,8","99,5","400,1",1641,"656564,10","89,73","13,79","117,64","1417,01","624,24","87,649",0,"105,0455","306,4545","754,2727"
TV Manufacturing & Supplier Unit,2013-08-04,2446,"103,4","104,8","99,5","400,1",1656,"662565,60","68,81","12,58","91,61","1334,34","611,71","38,235",0,108,"305,9545","776,6364"
TV Manufacturing & Supplier Unit,2013-08-05,2346,"103,4","104,8","99,5","400,1",1653,"661365,30","80,14","13,42","101,69","1390,65","627,24","92,486","6,9945","112,9545","304,8636","867,1818"
TV Manufacturing & Supplier Unit,2013-08-06,2216,"103,4","104,8","99,5","400,1",1634,"653763,40","84,34","13,48","105,89","1442,58","613,14","206,96","69,9877","115,3636","298,5455","905,4091"
TV Manufacturing & Supplier Unit,2013-08-07,2305,"103,4","104,8","99,5","400,1",1679,"671767,90","75,42","13,21","104,56","1417,13","615,86","83,632","49,589","171,5","309,6818","880,5909"
TV Manufacturing & Supplier Unit,2013-08-08,2261,"103,4","104,8","99,5","400,1",1612,"644961,20","70,79","12,96","97,62","1357,72","688,67","118,126","46,3774","123,8182","273,7727","791,7727"
TV Manufacturing & Supplier Unit,2013-08-09,2305,"103,4","104,8","99,5","400,1",1645,"658164,50","68,99","13,25","102,47","1378,42","636,67","125,388","47,8766","111,2727","275,6818","867,7273"
TV Manufacturing & Supplier Unit,2013-08-10,2226,"103,4","104,8","99,5","400,1",1680,"672168,00","69,66","13,08","102,31","1393,86","610,29","86,23","34,2365","117,6818","280,8182","840,1364"
TV Manufacturing & Supplier Unit,2013-08-11,2134,"103,4","104,8","99,5","400,1",1642,"656964,20","66,07","13,41","95,45","1428,79","622,10","95,229","60,6667","100,9091","284,9545","796,5909"
TV Manufacturing & Supplier Unit,2013-08-12,2279,"103,4","104,8","99,5","400,1",1681,"672568,10","74,18","13,35","103,06","1399,97","602,00","158,382","18,7505","112,2727","281,6818","914,9091"
TV Manufacturing & Supplier Unit,2013-08-13,2212,"103,4","104,8","99,5","400,1",1632,"652963,20","63,52","13,12","97,29","1400,13","5072,62","48,039","19,0108","116,8182","265,9091","1379,4091"
TV Manufacturing & Supplier Unit,2013-08-14,2245,"103,4","104,8","99,5","400,1",1650,"660165,00","68,81","13,32","96,52","1397,79","5413,10","221,528",0,"118,6364","279,1818","904,5"
TV Manufacturing & Supplier Unit,2013-08-15,2280,"103,4","104,8","99,5","400,1",1644,"657764,40","73,77","13,24","97,50","1390,84","5230,29","208,569","30,429","103,9545","276,2727","828,0455"
TV Manufacturing & Supplier Unit,2013-08-16,2240,"103,4","104,8","99,5","400,1",1655,"662165,50","72,19","13,44","97,26","1411,58","2421,43","136,737","31,5863","109,3182","283,2727","953,0455"
TV Manufacturing & Supplier Unit,2013-08-17,2482,"103,4","104,8","99,5","400,1",1663,"665366,30","66,09","13,23","97,62","1406,08","2126,71","151,538","43,0027","119,2727","299,3636",945
TV Manufacturing & Supplier Unit,2013-08-18,2342,"103,4","104,8","99,5","400,1",1637,"654963,70","74,53","12,97","98,96","1358,78","6354,57","5,659","43,1783","106,9545","286,7273","896,5"
TV Manufacturing & Supplier Unit,2013-08-19,2456,"103,4","104,8","99,5","400,1",1542,"616954,20","82,35","13,49","108,90","1441,57","3272,95","173,248","11,7112","138,3182","317,8182","1253,8636"
TV Manufacturing & Supplier Unit,2013-08-20,2553,"103,4","104,8","99,5","400,1",1559,"623755,90","73,02","13,52","100,91","1417,05","2568,71","200,366","11,8272","120,9545","254,0909","912,6818"
TV Manufacturing & Supplier Unit,2013-08-21,2134,"103,4","104,8","99,5","400,1",1541,"616554,10","80,25","13,53","101,45","1417,12","4164,43","100,809",0,"139,4545","273,4545","1060,3182"
TV Manufacturing & Supplier Unit,2013-08-22,2427,"103,4","104,8","99,5","400,1",1556,"622555,60","74,22","13,37","102,57","1438,10","3379,33","32,421","50,8308","116,9091",254,"913,5909"
TV Manufacturing & Supplier Unit,2013-08-23,2522,"103,4","104,8","99,5","400,1",1553,"621355,30","81,90","13,96","112,86","1451,78","3155,14","52,031","144,9951","87,1364","241,4545","799,1818"
TV Manufacturing & Supplier Unit,2013-08-24,2245,"103,4","104,8","99,5","400,1",1534,"613753,40","70,44","13,58","102,64","1436,16","252,91","172,967","95,636","79,3636","221,9545","853,5909"
TV Manufacturing & Supplier Unit,2013-08-25,2280,"103,4","104,8","99,5","400,1",1579,"631757,90","70,82","13,66","99,80","1446,79","2981,05","189,24","11,8084","93,0909","240,1364","881,7273"
TV Manufacturing & Supplier Unit,2013-08-26,2543,"103,4","104,8","99,5","400,1",1512,"604951,20","76,98","13,57","103,63","1462,29","3706,67","206,839","3,8765","97,9545","244,3636","971,9091"
TV Manufacturing & Supplier Unit,2013-08-27,2555,"103,4","104,8","99,5","400,1",1545,"618154,50","75,04","13,75","103,31","1438,69","2226,43","132,829",0,"94,3182","230,0455","868,1818"
TV Manufacturing & Supplier Unit,2013-08-28,2261,"103,4","104,8","99,5","400,1",1580,"632158,00","86,20","13,77","118,47","1477,82","4038,81","194,316","34,6945","77,8182","197,1818","821,3636"
TV Manufacturing & Supplier Unit,2013-08-29,2436,"103,4","104,8","99,5","400,1",1542,"616954,20","71,38","13,19","98,64","1387,50","3323,76","140,09","35,5475","66,8636","191,1818","770,9091"
TV Manufacturing & Supplier Unit,2013-08-30,2453,"103,4","104,8","99,5","400,1",1581,"632558,10","70,14","13,36","98,46","1424,49","4422,67","149,738","15,863","66,9545","194,4545","697,6364"
TV Manufacturing & Supplier Unit,2013-08-31,2234,"103,4","104,8","99,5","400,1",1532,"612953,20","70,03","13,41","104,36","1417,10","3892,38","99,954","15,817","98,1364","253,5455","928,5455"
TV Manufacturing & Supplier Unit,2013-09-01,2227,"103,4","104,8","99,5","400,1",1550,"620155,00","70,74","13,20","98,96","1400,18","1885,19","117,032",0,"95,9091","254,0455","843,4091"
TV Manufacturing & Supplier Unit,2013-09-02,2450,"103,4","104,8","99,5","400,1",1544,"617754,40","75,72","13,64","98,54","1401,30","1953,81","121,125","35,811","89,0909","245,5","767,3182"
TV Manufacturing & Supplier Unit,2013-09-03,2552,"103,4","104,8","99,5","400,1",1655,"662165,50","62,69","12,82","84,13","1339,81","1791,19","189,038",0,"94,4091","247,6364","802,2273"
TV Manufacturing & Supplier Unit,2013-09-04,2133,"103,4","104,8","99,5","400,1",1563,"625356,30","72,15","13,69","97,15","1434,90","3074,67","196,773",0,"92,0455","291,5909","785,5909"
TV Manufacturing & Supplier Unit,2013-09-05,2424,"103,4","104,8","99,5","400,1",1537,"614953,70","72,91","13,36","102,38","1442,03","3117,05","160,32",0,"135,0455","249,3182","846,5"
TV Manufacturing & Supplier Unit,2013-09-06,2521,"103,4","104,8","99,5","400,1",1645,"658164,50","71,83","13,68","98,00","1460,45","2023,52","147,936","40,3932","92,5","221,1818","790,3636"
TV Manufacturing & Supplier Unit,2013-09-07,2242,"103,4","104,8","99,5","400,1",1680,"672168,00","70,96","13,76","98,76","1454,82","3395,67","262,807",0,"96,9091","252,4091","898,4545"
TV Manufacturing & Supplier Unit,2013-09-08,2284,"103,4","104,8","99,5","400,1",1642,"656964,20","59,28","13,22","84,63","1392,11","2921,33","311,592","30,3757","106,1818","254,9091","1144,5455"
TV Manufacturing & Supplier Unit,2013-09-09,2542,"103,4","104,8","99,5","400,1",1681,"672568,10","64,70","13,21","92,60","1397,26","2825,10","455,428","46,9608","126,0455","269,3182","1115,2727"
TV Manufacturing & Supplier Unit,2013-09-10,2551,"103,4","104,8","99,5","400,1",1632,"652963,20","68,49","13,72","90,13","1433,56","5082,67","467,509","93,5075","114,2273","324,5909","1271,5455"
TV Manufacturing & Supplier Unit,2013-09-11,2261,"103,4","104,8","99,5","400,1",1650,"660165,00","63,47","13,86","89,03","1441,48","4011,71","402,614",0,"118,0455","281,5455","971,7273"
TV Manufacturing & Supplier Unit,2013-09-12,2436,"103,4","104,8","99,5","400,1",1644,"657764,40","61,03","13,62","90,32","1411,83","2666,86","435,346","105,1623","118,5909","261,4545","893,6818"
TV Manufacturing & Supplier Unit,2013-09-13,2453,"103,4","104,8","99,5","400,1",1655,"662165,50","56,05","12,87","75,91","1322,61","1675,91","408,612",0,"175,5455","275,6364","3826,6818"
TV Manufacturing & Supplier Unit,2013-09-14,2230,"103,4","104,8","99,5","400,1",1663,"665366,30","62,41","13,10","85,10","1365,00","3668,48","481,883","104,0112","167,9545","241,7273","2170,1818"
TV Manufacturing & Supplier Unit,2013-09-15,2222,"103,4","104,8","99,5","400,1",1637,"654963,70","58,39","12,99","80,56","1387,41","0,00","217,694",0,95,"216,7273","969,1818"
TV Manufacturing & Supplier Unit,2013-09-16,1935,"103,4","104,8","99,5","400,1",1659,"663765,90","47,55","12,72","73,13","1333,34","2429,71","52,865","25,8875","111,0909","234,9545","1835,1818"
TV Manufacturing & Supplier Unit,2013-09-17,1938,"103,4","104,8","99,5","400,1",1641,"656564,10","59,88","13,44","80,32","1381,65","2754,05","88,948","26,1196","115,1818","242,5909","1697,8636"
TV Manufacturing & Supplier Unit,2013-09-18,1982,"103,4","104,8","99,5","400,1",1656,"662565,60","61,27","13,44","77,79","1413,09","2785,10","57,238","36,1466","141,6818","237,7727","1549,3636"
TV Manufacturing & Supplier Unit,2013-09-19,1934,"103,4","104,8","99,5","400,1",1653,"661365,30","71,01","13,40","84,74","1402,93","4393,29","28,846","62,6395","108,2273","248,8182","1114,8636"
TV Manufacturing & Supplier Unit,2013-09-20,1941,"103,4","104,8","99,5","400,1",1634,"653763,40","60,19","13,03","83,96","1380,00","3948,33","621,432","20,7815","108,3182","276,7273","1028,1364"
TV Manufacturing & Supplier Unit,2013-09-21,1930,"103,4","104,8","99,5","400,1",1679,"671767,90","67,08","13,47","85,22","1415,71","5381,38","1040,787","51,0694","119,9545","276,2727","941,4545"
TV Manufacturing & Supplier Unit,2013-09-22,1942,"103,4","103,6","99,5","400,1",1612,"644961,20","60,65","13,10","78,36","1368,84","4420,81","854,31",0,"89,8636","226,3636","896,9545"
TV Manufacturing & Supplier Unit,2013-09-23,1939,"103,4","103,6","99,5","400,1",1645,"658164,50","58,11","13,07","80,05","1371,67","4524,38","587,16",0,99,"220,6818","1072,0455"
TV Manufacturing & Supplier Unit,2013-09-24,1978,"103,4","103,6","99,5","400,1",1680,"672168,00","57,32","13,08","83,51","1380,70","3647,76","522,584",0,"108,6364","278,2273","928,5909"
TV Manufacturing & Supplier Unit,2013-09-25,1932,"103,4","103,6","99,5","400,1",1640,"656164,00","60,70","13,50","77,86","1385,13","3238,14","900,812","47,174","157,2727","258,3636","1084,3636"
TV Manufacturing & Supplier Unit,2013-09-26,1914,"103,4","103,6","99,5","400,1",1682,"672968,20","59,17","13,85","75,52","1437,64","4245,86","818,376",0,"104,3636","233,6818","807,0909"
TV Manufacturing & Supplier Unit,2013-09-27,1901,"103,4","103,6","99,5","400,1",1642,"656964,20","65,12","13,33","78,10","1381,77","3604,00","1100,992","46,782","109,6364","226,5909","889,8636"
